IPV4_SRC_ADDR,L4_SRC_PORT,IPV4_DST_ADDR,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_BYTES,OUT_BYTES,IN_PKTS,OUT_PKTS,TCP_FLAGS,FLOW_DURATION_MILLISECONDS,Label,Attack
192.168.1.36,56360,192.168.1.190,80,6,7.0,532,2239,5,6,27,33,1,injection
192.168.1.33,52744,192.168.1.195,80,6,7.0,539,696,5,4,27,229,1,password
192.168.1.30,38516,192.168.1.184,443,6,91.0,922,4313,7,13,26,26724,1,ddos
192.168.1.180,123,103.76.40.123,123,17,9.0,76,76,1,1,0,15,0,Benign
192.168.1.184,443,192.168.1.30,59618,6,91.0,89,0,1,0,25,0,0,Benign
192.168.1.36,45602,192.168.1.152,80,6,7.0,792,3812,5,7,27,87,1,injection
192.168.1.36,49662,176.28.50.165,80,6,7.0,112,60,2,1,18,328,1,injection
192.168.1.36,49730,176.28.50.165,80,6,7.0,112,60,2,1,18,322,1,injection
192.168.1.31,57816,192.168.1.152,80,6,7.0,758,3812,4,7,27,312,1,ddos
192.168.1.30,43556,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,password
192.168.1.31,57582,192.168.1.190,80,6,7.0,112,60,2,1,18,1,1,password
192.168.1.35,51636,192.168.1.190,80,6,7.0,576,2239,5,6,27,118,1,xss
192.168.1.30,59086,192.168.1.190,80,6,7.0,446,60,3,1,26,266,1,ddos
192.168.1.36,57460,192.168.1.190,80,6,7.0,434,2239,3,6,27,151,1,xss
192.168.1.35,60666,192.168.1.195,80,6,7.0,525,696,5,4,27,290,1,password
192.168.1.30,41012,192.168.1.152,80,6,7.0,389,104,3,2,25,68,1,injection
192.168.1.30,46950,192.168.1.1,53,17,5.0,67,67,1,1,0,0,1,dos
192.168.1.31,47544,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.31,39640,192.168.1.190,80,6,7.0,112,60,2,1,18,5,1,injection
192.168.1.35,55944,192.168.1.190,80,6,7.0,534,2239,5,6,27,168,1,xss
192.168.1.31,40970,192.168.1.152,80,6,7.0,542,3812,5,7,27,104,1,ddos
192.168.1.35,32788,192.168.1.152,80,6,7.0,528,3812,6,7,27,1073,1,injection
192.168.1.30,33338,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.31,37752,192.168.1.184,443,6,91.0,112,60,2,1,18,20,1,ddos
192.168.1.36,59666,192.168.1.190,80,6,7.0,521,164,5,3,27,167,1,injection
192.168.1.193,59023,192.168.1.33,8080,6,131.0,1440,1200,30,30,22,10066,1,backdoor
192.168.1.31,36930,192.168.1.190,80,6,7.0,112,60,2,1,18,3,1,injection
192.168.1.184,443,192.168.1.30,38236,6,91.0,52,52,1,1,17,4,0,Benign
192.168.1.184,443,192.168.1.30,33088,6,91.0,52,52,1,1,17,0,0,Benign
192.168.1.31,38298,192.168.1.184,443,6,91.0,810,4642,7,14,26,28800,1,ddos
192.168.1.31,57348,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.184,443,192.168.1.31,40152,6,91.0,52,52,1,1,17,0,0,Benign
192.168.1.35,44980,192.168.1.195,80,6,7.0,458,2163,5,5,27,302,1,password
192.168.1.30,45346,192.168.1.190,80,6,7.0,216,2187,4,5,27,501,1,password
192.168.1.33,48916,192.168.1.184,443,6,91.0,1207,7537,11,10,31,330,1,injection
192.168.1.33,43606,192.168.1.195,80,6,7.0,458,2203,5,6,27,384,1,injection
192.168.1.31,54706,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.30,45806,192.168.1.190,80,6,7.0,420,164,3,3,26,224,1,ddos
192.168.1.31,38884,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.30,55354,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,password
192.168.1.36,50338,192.168.1.190,80,6,7.0,584,2239,5,6,27,470,1,injection
192.168.1.30,55437,192.168.1.1,53,17,5.0,71,71,1,1,0,1,1,password
192.168.1.30,44584,192.168.1.190,80,6,7.0,268,2239,5,6,27,263,1,password
192.168.1.33,39116,192.168.1.195,80,6,7.0,498,2203,6,6,27,334,1,injection
192.168.1.36,60521,192.168.1.1,53,17,5.0,130,146,2,2,0,2,1,injection
192.168.1.79,60008,192.168.1.255,15600,17,0.0,63,0,1,0,0,0,0,Benign
192.168.1.31,58910,192.168.1.194,80,6,7.0,268,240,5,4,18,21394,1,ddos
192.168.1.33,54992,176.28.50.165,80,6,7.0,100,60,2,1,22,346,1,injection
192.168.1.31,45810,192.168.1.195,80,6,7.0,458,2163,5,5,27,376,1,injection
192.168.1.184,443,192.168.1.31,32928,6,91.0,52,52,1,1,17,0,0,Benign
192.168.1.33,53844,192.168.1.195,80,6,7.0,546,696,5,4,27,354,1,password
192.168.1.184,443,192.168.1.30,46186,6,91.0,987,0,3,0,24,39898,0,Benign
192.168.1.36,49372,176.28.50.165,80,6,7.0,216,112,4,2,19,844,1,xss
192.168.1.79,44145,239.255.255.250,15600,17,0.0,63,0,1,0,0,0,0,Benign
192.168.1.31,48938,192.168.1.190,80,6,7.0,60,60,1,1,18,0,1,ddos
192.168.1.184,443,192.168.1.31,55314,6,91.0,52,52,1,1,17,0,0,Benign
192.168.1.35,59686,192.168.1.195,80,6,7.0,824,696,5,4,27,212,1,injection
192.168.1.30,59648,192.168.1.190,80,6,7.0,729,2239,5,6,27,20,1,ddos
192.168.1.33,39164,18.184.104.180,80,6,7.0,529,12815,5,12,27,1200,1,injection
192.168.1.31,44500,192.168.1.194,80,6,7.0,336,180,6,3,18,12764,1,ddos
192.168.1.38,52806,192.168.1.190,80,6,7.0,875,2239,6,6,27,381,1,injection
192.168.1.36,55490,192.168.1.190,80,6,7.0,482,2239,5,6,27,5,1,xss
192.168.1.184,443,192.168.1.30,54650,6,91.0,52,52,1,1,17,0,0,Benign
192.168.1.31,34218,192.168.1.184,443,6,91.0,112,60,2,1,18,21,1,ddos
192.168.1.31,45376,192.168.1.184,443,6,91.0,52,0,1,0,16,0,1,ddos
192.168.1.79,42674,192.168.1.195,54928,17,12.0,353,0,1,0,0,0,0,Benign
192.168.1.35,53132,192.168.1.195,80,6,7.0,523,696,5,4,27,193,1,xss
192.168.1.30,33520,192.168.1.152,80,6,7.0,481,3760,5,6,27,86,1,injection
192.168.1.30,56330,192.168.1.190,80,6,7.0,760,2127,4,4,27,444,1,injection
192.168.1.36,59928,192.168.1.1,53,17,5.0,130,146,2,2,0,17,1,injection
192.168.1.33,38838,192.168.1.190,80,6,7.0,528,2239,5,6,27,43,1,password
192.168.1.36,51618,192.168.1.190,80,6,7.0,541,2239,5,6,27,307,1,xss
192.168.1.30,40216,192.168.1.184,443,6,91.0,112,60,2,1,18,94,1,ddos
192.168.1.195,63196,239.255.255.250,1900,17,153.12,3157,0,21,0,0,1159736,0,Benign
192.168.1.184,443,192.168.1.30,38492,6,91.0,52,52,1,1,17,0,0,Benign
192.168.1.31,60462,192.168.1.195,80,6,7.0,489,696,5,4,27,155,1,password
192.168.1.184,443,192.168.1.31,57126,6,91.0,274,0,2,0,25,5215,0,Benign
192.168.1.36,60204,18.184.104.180,80,6,7.0,445,12815,4,12,27,1763,1,injection
192.168.1.33,35952,192.168.1.184,443,6,91.0,1136,2215,10,8,31,321,1,injection
192.168.1.30,50306,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,ddos
192.168.1.31,52486,52.59.177.21,80,6,7.178,603,12815,7,12,27,1659,1,injection
192.168.1.30,50234,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,injection
192.168.1.33,34156,192.168.1.152,80,6,7.0,540,3812,5,7,27,0,1,injection
192.168.1.33,45226,192.168.1.152,80,6,7.0,525,3760,5,6,27,69,1,password
192.168.1.184,443,192.168.1.31,57348,6,91.0,52,52,1,1,17,0,0,Benign
192.168.1.38,59420,192.168.1.195,80,6,7.0,482,696,5,4,27,417,1,injection
192.168.1.33,35228,192.168.1.190,80,6,7.0,569,2239,6,6,27,11,1,password
192.168.1.190,5665,203.119.86.101,53,17,5.0,129,800,1,1,0,23,0,Benign
192.168.1.36,36886,192.168.1.195,80,6,7.0,7610,51759,26,46,27,17140,1,xss
192.168.1.152,80,192.168.1.31,39748,6,7.0,60,52,1,1,18,0,0,Benign
192.168.1.35,56374,192.168.1.152,80,6,7.0,498,3760,5,6,27,124,1,injection
192.168.1.30,37601,192.168.1.1,53,17,5.0,130,146,2,2,0,3,1,ddos
192.168.1.31,32950,192.168.1.184,443,6,91.0,780,1786,6,6,26,1876,1,ddos
192.168.1.33,53148,18.184.104.180,80,6,7.0,655,12815,6,12,27,1663,1,injection
192.168.1.36,48698,192.168.1.195,80,6,7.0,510,696,5,4,27,420,1,injection
192.168.1.79,44531,239.255.255.250,15600,17,0.0,63,0,1,0,0,0,0,Benign
192.168.1.36,54240,176.28.50.165,80,6,7.0,216,112,4,2,19,2253,1,injection
192.168.1.38,58718,192.168.1.190,80,6,7.0,614,2239,5,6,27,47,1,injection
192.168.1.30,41714,192.168.1.190,80,6,7.0,719,2179,3,5,25,45,1,ddos
192.168.1.36,33062,18.184.104.180,80,6,7.0,663,12815,7,12,27,2013,1,injection
192.168.1.37,8080,192.168.1.193,56069,6,131.0,208,200,2,1,24,59,0,Benign
192.168.1.152,80,192.168.1.31,48258,6,7.0,112,104,2,2,19,20093,0,Benign
192.168.1.195,51369,192.168.1.79,7678,6,7.0,406,1945,5,6,27,13,0,Benign
192.168.1.35,59864,192.168.1.195,80,6,7.0,457,696,5,4,27,93,1,xss
192.168.1.30,33601,192.168.1.1,53,17,5.0,71,71,1,1,0,38,1,ddos
192.168.1.30,51618,52.59.177.21,80,6,7.178,537,12164,4,11,27,1599,1,injection
192.168.1.30,56446,192.168.1.184,443,6,91.0,52,0,1,0,16,0,1,ddos
192.168.1.193,64648,192.168.1.33,8080,6,131.0,1440,1200,30,30,22,10201,1,backdoor
192.168.1.31,36774,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,password
192.168.1.30,48132,192.168.1.152,80,6,7.0,216,112,4,2,19,205,1,injection
192.168.1.184,443,192.168.1.31,33654,6,91.0,338,0,2,0,25,6641,0,Benign
192.168.1.33,43706,192.168.1.195,80,6,7.0,458,2163,5,5,27,271,1,password
192.168.1.33,50984,192.168.1.152,80,6,7.0,524,3812,6,7,27,176,1,password
192.168.1.79,9197,192.168.1.195,57613,6,7.0,30282,972,24,7,27,52,0,Benign
192.168.1.35,44220,192.168.1.184,443,6,91.0,1115,7641,9,12,31,355,1,injection
192.168.1.31,46812,192.168.1.152,80,6,7.0,379,1612,3,3,26,233,1,injection
192.168.1.30,53574,192.168.1.184,443,6,91.0,52,0,1,0,16,0,1,ddos
192.168.1.31,60224,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.36,39118,192.168.1.152,80,6,7.0,456,3752,3,6,25,9,1,xss
192.168.1.31,41836,192.168.1.195,80,6,7.0,458,2203,5,6,27,447,1,password
192.168.1.36,58832,192.168.1.195,80,6,7.0,458,2163,5,5,27,382,1,xss
192.168.1.36,40268,192.168.1.190,80,6,7.0,540,164,5,3,27,374,1,xss
192.168.1.184,443,192.168.1.31,60464,6,91.0,52,0,1,0,17,0,0,Benign
192.168.1.184,443,192.168.1.30,33512,6,91.0,52,0,1,0,17,0,0,Benign
192.168.1.33,35356,192.168.1.195,80,6,7.0,450,696,5,4,27,314,1,password
192.168.1.36,60952,192.168.1.152,80,6,7.0,473,3760,5,6,27,1235,1,injection
192.168.1.33,37062,192.168.1.152,80,6,7.0,787,3760,5,6,27,89,1,injection
192.168.1.33,51544,192.168.1.184,443,6,91.0,1145,2215,8,8,31,451,1,injection
192.168.1.184,443,192.168.1.31,58274,6,91.0,52,0,1,0,17,0,0,Benign
192.168.1.38,52958,192.168.1.184,443,6,91.0,1159,2215,9,8,31,176,1,ddos
192.168.1.30,58522,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,password
192.168.1.36,52686,192.168.1.152,80,6,7.0,541,3760,5,6,27,432,1,xss
192.168.1.33,33550,192.168.1.190,80,6,7.0,517,2239,5,6,27,79,1,password
192.168.1.31,41298,192.168.1.152,80,6,7.0,112,60,2,1,18,0,1,password
192.168.1.35,41582,192.168.1.184,443,6,91.0,1056,2215,8,8,31,145,1,injection
192.168.1.30,57302,192.168.1.152,80,6,7.0,112,60,2,1,18,5,1,injection
192.168.1.36,49700,18.184.104.180,80,6,7.0,642,12611,5,12,27,7743,1,injection
192.168.1.33,54630,192.168.1.184,443,6,91.0,1263,2312,11,9,31,440,1,injection
192.168.1.31,35468,192.168.1.190,80,6,7.0,112,60,2,1,18,48,1,ddos
192.168.1.30,55756,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.31,60058,192.168.1.190,80,6,7.0,628,2239,6,6,27,33,1,injection
192.168.1.30,57316,192.168.1.184,443,6,91.0,890,3367,7,11,26,26794,1,ddos
192.168.1.30,42998,192.168.1.184,443,6,91.0,52,0,1,0,16,0,1,ddos
192.168.1.35,36384,192.168.1.195,80,6,7.0,458,2203,5,6,27,492,1,xss
192.168.1.36,57050,192.168.1.184,443,6,91.0,1050,2215,8,8,31,103,1,injection
192.168.1.184,443,192.168.1.30,55776,6,91.0,52,52,1,1,17,0,0,Benign
192.168.1.36,33690,192.168.1.190,80,6,7.0,528,2239,5,6,27,30,1,injection
192.168.1.31,55360,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,scanning
192.168.1.33,47422,18.184.104.180,80,6,7.0,599,12815,6,12,27,1667,1,injection
192.168.1.33,36342,192.168.1.190,80,6,7.0,785,2239,5,6,27,108,1,password
192.168.1.31,44524,192.168.1.194,80,6,7.0,268,240,5,4,18,22156,1,ddos
192.168.1.36,42044,192.168.1.195,80,6,7.0,525,696,5,4,27,230,1,injection
192.168.1.36,59010,192.168.1.190,80,6,7.0,451,2179,3,5,25,34,1,injection
192.168.1.31,32886,192.168.1.184,443,6,91.0,60,0,1,0,2,0,1,ddos
192.168.1.184,443,192.168.1.30,47800,6,91.0,52,52,1,1,17,2,0,Benign
192.168.1.1,52383,192.168.1.193,50511,17,12.0,362,0,1,0,0,0,0,Benign
192.168.1.30,57956,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,injection
192.168.1.36,54686,52.59.177.21,80,6,7.178,579,12815,6,12,27,1630,1,injection
192.168.1.33,57590,192.168.1.195,80,6,7.0,498,2163,6,5,27,258,1,injection
192.168.1.30,49426,192.168.1.184,443,6,91.0,112,60,2,1,18,3,1,ddos
192.168.1.184,443,192.168.1.31,60296,6,91.0,52,0,1,0,17,0,0,Benign
192.168.1.36,41232,192.168.1.184,443,6,91.0,1079,2215,8,8,31,699,1,injection
192.168.1.190,46847,202.12.31.53,53,17,5.0,79,1419,1,1,0,17,0,Benign
192.168.1.31,54300,192.168.1.190,80,6,7.0,112,60,2,1,18,21,1,ddos
192.168.1.30,55022,192.168.1.190,80,6,7.0,798,2239,6,6,27,20,1,ddos
192.168.1.31,38728,192.168.1.190,80,6,7.0,112,60,2,1,18,23,1,ddos
192.168.1.33,55176,192.168.1.195,80,6,7.0,458,2163,5,5,27,161,1,password
192.168.1.36,46034,192.168.1.152,80,6,7.0,556,3812,6,7,27,44,1,injection
192.168.1.31,37174,52.59.177.21,80,6,7.178,572,12815,6,12,27,1695,1,injection
192.168.1.30,45900,192.168.1.184,443,6,91.0,52,0,1,0,16,0,1,ddos
192.168.1.36,44832,192.168.1.184,443,6,91.0,1065,2215,8,8,31,133,1,injection
192.168.1.33,39194,192.168.1.190,80,6,7.0,511,2239,5,6,27,82,1,injection
192.168.1.193,54090,192.168.1.33,80,6,7.0,1440,1200,30,30,22,10236,1,backdoor
192.168.1.31,38916,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,injection
192.168.1.30,60712,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.152,80,192.168.1.36,52506,6,7.0,3760,379,6,3,27,732,0,Benign
192.168.1.190,29112,192.58.128.30,53,17,5.0,56,1125,1,1,0,33,0,Benign
192.168.1.33,58930,192.168.1.195,80,6,7.0,458,2203,5,6,27,302,1,password
192.168.1.184,443,192.168.1.31,53768,6,91.0,623,0,7,0,25,53879,0,Benign
192.168.1.35,43410,192.168.1.195,80,6,7.0,458,2163,5,5,27,1211,1,injection
192.168.1.31,49824,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,injection
192.168.1.31,54196,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.33,44812,192.168.1.184,443,6,91.0,1199,2215,10,8,31,297,1,injection
192.168.1.35,43442,192.168.1.195,80,6,7.0,458,2163,5,5,27,301,1,injection
192.168.1.184,443,192.168.1.30,54272,6,91.0,675,0,8,0,25,27067,0,Benign
192.168.1.30,39876,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.36,48558,192.168.1.195,80,6,7.0,462,696,5,4,27,283,1,injection
192.168.1.31,59420,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.31,53750,192.168.1.1,53,17,5.0,67,67,1,1,0,0,1,scanning
192.168.1.195,61417,192.168.1.1,41952,6,7.0,899,4426,12,13,27,0,0,Benign
52.59.177.21,80,192.168.1.31,33170,6,7.178,12763,156,11,3,27,1369,0,Benign
192.168.1.30,50153,192.168.1.1,53,17,5.0,71,71,1,1,0,0,1,ddos
192.168.1.30,52962,192.168.1.184,443,6,91.0,112,60,2,1,18,36,1,ddos
192.168.1.36,41520,192.168.1.152,80,6,7.0,500,3812,5,7,27,60,1,injection
192.168.1.31,45066,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,injection
192.168.1.6,57594,239.255.255.250,1900,17,153.12,459,0,3,0,0,613,0,Benign
192.168.1.180,47280,192.168.1.190,53,17,5.0,142,250,2,2,0,0,0,Benign
192.168.1.35,52344,192.168.1.195,80,6,7.0,545,527,5,4,27,259,1,xss
192.168.1.36,48494,192.168.1.195,80,6,7.0,458,2163,5,5,27,300,1,xss
192.168.1.30,36620,192.168.1.190,80,6,7.0,112,60,2,1,18,65,1,injection
192.168.1.36,42470,52.59.177.21,80,6,7.178,548,12815,6,12,27,1674,1,injection
192.168.1.33,43524,192.168.1.195,80,6,7.0,744,696,5,4,27,145,1,injection
192.168.1.33,46986,192.168.1.195,80,6,7.0,496,696,5,4,27,334,1,password
192.168.1.33,43590,192.168.1.195,80,6,7.0,458,2163,5,5,27,282,1,password
192.168.1.79,9197,192.168.1.195,63351,6,0.0,16723,120,13,3,25,22,0,Benign
192.168.1.184,443,192.168.1.30,47894,6,91.0,52,52,1,1,17,4,0,Benign
192.168.1.31,54282,192.168.1.184,80,6,7.0,104,52,2,1,17,0,1,ddos
192.168.1.36,60532,192.168.1.195,80,6,7.0,458,2163,5,5,27,263,1,injection
192.168.1.31,48708,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.184,443,192.168.1.30,57106,6,91.0,52,52,1,1,17,54,0,Benign
192.168.1.79,39839,192.168.1.195,61701,17,12.0,353,0,1,0,0,0,0,Benign
192.168.1.30,49364,192.168.1.152,80,6,7.0,340,3648,2,4,25,0,1,injection
192.168.1.36,38090,192.168.1.184,443,6,91.0,1115,7589,9,11,31,108,1,injection
192.168.1.36,50352,192.168.1.190,80,6,7.0,577,2239,5,6,27,5,1,injection
192.168.1.184,443,192.168.1.30,48326,6,91.0,675,0,8,0,25,55508,0,Benign
192.168.1.30,51704,192.168.1.190,80,6,7.0,584,2239,5,6,27,965,1,password
192.168.1.36,54084,192.168.1.190,80,6,7.0,642,2239,6,6,27,461,1,xss
192.168.1.193,58714,192.168.1.33,8080,6,131.0,1440,1200,30,30,22,10051,1,backdoor
192.168.1.30,49154,192.168.1.184,443,6,91.0,52,0,1,0,16,0,1,ddos
192.168.1.31,58406,192.168.1.195,80,6,7.0,458,2163,5,5,27,352,1,injection
192.168.1.38,55174,192.168.1.195,80,6,7.0,493,696,5,4,27,1302,1,injection
192.168.1.38,51232,192.168.1.190,80,6,7.0,579,2525,6,6,27,7132,1,injection
192.168.1.184,443,192.168.1.31,36860,6,91.0,52,52,1,1,17,33,0,Benign
192.168.1.30,50128,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,injection
192.168.1.30,59960,192.168.1.184,443,6,91.0,112,60,2,1,18,25,1,ddos
192.168.1.33,46276,192.168.1.195,80,6,7.0,458,2163,5,5,27,577,1,password
192.168.1.169,138,192.168.1.255,138,17,10.16,236,0,1,0,0,0,0,Benign
192.168.1.195,52422,192.168.1.79,9197,6,7.0,471,17184,6,15,27,21,0,Benign
192.168.1.33,34378,192.168.1.184,443,6,91.0,1195,7589,11,11,31,237,1,injection
192.168.1.31,54096,192.168.1.190,80,6,7.0,548,2239,5,6,27,51,1,ddos
192.168.1.190,65181,173.245.59.131,53,17,5.22,68,100,1,1,0,19,0,Benign
192.168.1.30,42314,192.168.1.184,80,6,7.0,472,323,6,4,27,257,1,ddos
192.168.1.190,1992,198.41.223.131,53,17,5.22,91,233,1,1,0,14,0,Benign
192.168.1.36,35608,18.184.104.180,80,6,7.0,520,12815,5,12,27,1764,1,injection
192.168.1.31,41634,192.168.1.190,80,6,7.0,112,60,2,1,18,11,1,ddos
192.168.1.33,48642,192.168.1.195,80,6,7.0,735,696,5,4,27,283,1,injection
192.168.1.36,33590,52.59.177.21,80,6,7.178,499,12815,3,12,27,1716,1,injection
192.168.1.190,80,192.168.1.30,50310,6,7.0,60,52,1,1,18,0,0,Benign
192.168.1.30,58576,192.168.1.152,80,6,7.0,661,52,4,1,25,137,1,scanning
192.168.1.35,40322,192.168.1.190,80,6,7.0,729,2239,5,6,27,44,1,password
192.168.1.184,443,192.168.1.30,57220,6,91.0,52,52,1,1,17,0,0,Benign
192.168.1.36,45478,192.168.1.152,80,6,7.0,875,3760,5,6,27,271,1,injection
192.168.1.31,60156,52.59.177.21,80,6,7.178,780,12815,6,12,27,1861,1,password
192.168.1.31,53292,176.28.50.165,80,6,7.0,474,2816,5,6,27,963,1,injection
192.168.1.35,59642,192.168.1.195,80,6,7.0,458,2203,5,6,27,376,1,xss
192.168.1.190,54266,204.61.216.100,53,17,5.0,80,537,1,1,0,20,0,Benign
192.168.1.195,56251,239.255.255.250,1900,17,153.12,3028,0,20,0,0,3249,0,Benign
192.168.1.35,32908,192.168.1.195,80,6,7.0,458,2163,5,5,27,280,1,injection
192.168.1.31,52042,192.168.1.152,80,6,7.0,112,60,2,1,18,50,1,injection
192.168.1.31,60570,192.168.1.195,80,6,7.0,500,696,5,4,27,156,1,password
192.168.1.36,42154,192.168.1.152,80,6,7.0,502,3752,5,6,27,275,1,injection
192.168.1.36,34436,18.184.104.180,80,6,7.0,410,12815,3,12,27,2183,1,injection
192.168.1.35,32966,192.168.1.195,80,6,7.0,458,2203,5,6,27,266,1,password
192.168.1.33,47372,192.168.1.152,80,6,7.0,522,3760,5,6,27,103,1,injection
192.168.1.36,42624,192.168.1.152,80,6,7.0,501,112,3,2,26,186,1,injection
192.168.1.31,53334,18.184.104.180,80,6,7.0,544,12815,6,12,27,1579,1,injection
192.168.1.36,55146,192.168.1.190,80,6,7.0,511,2187,4,5,27,110,1,xss
192.168.1.33,53256,101.119.11.17,80,6,7.0,1260,1504,13,14,26,112764,1,injection
192.168.1.36,43830,192.168.1.190,80,6,7.0,471,2187,4,5,27,365,1,xss
192.168.1.38,44978,192.168.1.184,443,6,91.0,1778,2397,11,12,31,135,1,injection
192.168.1.195,0,224.0.0.251,0,2,82.0,128,0,4,0,0,15,0,Benign
192.168.1.30,57848,192.168.1.190,80,6,7.0,482,164,4,3,27,1282,1,password
192.168.1.36,41076,192.168.1.152,80,6,7.0,452,656,4,2,27,371,1,injection
192.168.1.184,443,192.168.1.31,37320,6,91.0,52,52,1,1,17,30,0,Benign
192.168.1.31,57056,192.168.1.190,80,6,7.0,876,2239,6,6,27,35,1,injection
192.168.1.36,50792,192.168.1.184,443,6,91.0,1042,2215,8,8,31,313,1,injection
192.168.1.31,46090,192.168.1.152,80,6,7.0,112,60,2,1,18,3,1,password
192.168.1.184,443,192.168.1.31,36338,6,91.0,52,52,1,1,17,0,0,Benign
192.168.1.30,51324,192.168.1.190,80,6,7.0,112,60,2,1,18,37,1,ddos
192.168.1.36,43442,192.168.1.152,80,6,7.0,529,3812,6,7,27,59,1,injection
192.168.1.33,47290,192.168.1.195,80,6,7.0,458,2163,5,5,27,10050,1,password
192.168.1.195,59347,224.0.0.252,5355,17,154.0,122,0,2,0,0,0,0,Benign
192.168.1.30,42281,192.168.1.1,53,17,5.0,71,71,1,1,0,4,1,dos
192.168.1.190,32080,199.7.91.13,53,17,5.169,67,1198,1,1,0,11,0,Benign
192.168.1.36,60704,192.168.1.190,80,6,7.0,817,2239,5,6,27,300,1,xss
192.168.1.31,34402,176.28.50.165,80,6,7.0,216,112,4,2,19,1696,1,injection
192.168.1.30,34188,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.38,46150,192.168.1.184,443,6,91.0,104,52,2,1,17,1,1,ddos
192.168.1.36,56938,192.168.1.190,80,6,7.0,216,2239,4,6,27,424,1,injection
192.168.1.30,42650,192.168.1.152,80,6,7.0,164,112,3,2,19,112,1,injection
192.168.1.33,35248,192.168.1.195,80,6,7.0,532,696,5,4,27,182,1,injection
192.168.1.36,60996,192.168.1.190,80,6,7.0,626,2239,6,6,27,89,1,xss
192.168.1.31,47226,192.168.1.184,443,6,91.0,52,0,1,0,16,0,1,ddos
192.168.1.31,54224,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,password
192.168.1.31,56736,192.168.1.184,443,6,91.0,60,0,1,0,2,0,1,ddos
192.168.1.31,51462,192.168.1.195,80,6,7.0,856,696,5,4,27,518,1,injection
192.168.1.31,37218,192.168.1.184,443,6,91.0,112,60,2,1,18,20,1,ddos
192.168.1.33,46626,18.184.104.180,80,6,7.0,513,12815,5,12,27,1547,1,injection
192.168.1.31,53470,192.168.1.184,443,6,91.0,60,0,1,0,2,0,1,ddos
192.168.1.36,57470,176.28.50.165,80,6,7.0,100,60,2,1,22,326,1,injection
192.168.1.190,80,192.168.1.30,45120,6,7.0,60,52,1,1,18,24,0,Benign
192.168.1.35,56530,192.168.1.195,80,6,7.0,140,132,3,3,19,134,1,injection
192.168.1.33,38490,192.168.1.152,80,6,7.0,563,3812,6,7,27,29,1,injection
192.168.1.35,56801,192.168.1.1,53,17,5.0,140,480,2,2,0,14,1,xss
192.168.1.33,45220,192.168.1.184,443,6,91.0,1155,7641,10,12,31,511,1,injection
192.168.1.36,51366,192.168.1.190,80,6,7.0,544,2239,5,6,27,336,1,injection
192.168.1.36,60270,52.59.177.21,80,6,7.178,580,12815,6,12,27,1737,1,injection
192.168.1.184,443,192.168.1.30,42952,6,91.0,52,52,1,1,17,0,0,Benign
192.168.1.31,32986,192.168.1.190,80,6,7.0,112,60,2,1,18,33,1,scanning
192.168.1.35,43246,192.168.1.184,443,6,91.0,1203,2215,10,8,31,125,1,injection
192.168.1.30,37157,192.168.1.1,53,17,5.0,67,67,1,1,0,0,1,ddos
192.168.1.31,41464,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,injection
192.168.1.31,50120,192.168.1.184,443,6,91.0,112,60,2,1,18,26,1,ddos
192.168.1.30,45760,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.36,37170,192.168.1.195,80,6,7.0,458,2163,5,5,27,724,1,xss
192.168.1.30,48904,192.168.1.190,80,6,7.0,508,112,5,2,27,181,1,password
192.168.1.33,45508,192.168.1.184,443,6,91.0,1115,7589,9,11,31,122,1,injection
